"","interval","steps","date"
"12495",1700,46.622641509434,2012-11-04
"12510",1705,56.3018867924528,2012-11-10
"12519",1705,56.3018867924528,2012-11-01
"12522",1705,56.3018867924528,2012-11-04
"12524",1705,56.3018867924528,2012-11-14
"12527",1705,56.3018867924528,2012-11-09
"12547",1705,56.3018867924528,2012-10-08
"12555",1705,56.3018867924528,2012-11-30
"12557",1705,56.3018867924528,2012-10-01
"12568",1710,50.7169811320755,2012-11-10
"12573",1710,50.7169811320755,2012-11-09
"12577",1710,50.7169811320755,2012-11-14
"12578",1710,50.7169811320755,2012-10-08
"12604",1710,50.7169811320755,2012-11-01
"12612",1710,50.7169811320755,2012-11-30
"12617",1710,50.7169811320755,2012-11-04
"12627",1710,50.7169811320755,2012-10-01
"12639",1715,61.2264150943396,2012-11-30
"12644",1715,61.2264150943396,2012-10-08
"12645",1715,61.2264150943396,2012-11-01
"12649",1715,61.2264150943396,2012-11-14
"12657",1715,61.2264150943396,2012-11-04
"12672",1715,61.2264150943396,2012-10-01
"12680",1715,61.2264150943396,2012-11-09
"12683",1715,61.2264150943396,2012-11-10
"12689",1720,72.7169811320755,2012-10-08
"12697",1720,72.7169811320755,2012-11-04
"12698",1720,72.7169811320755,2012-11-01
"12706",1720,72.7169811320755,2012-11-30
"12721",1720,72.7169811320755,2012-11-09
"12729",1720,72.7169811320755,2012-11-10
"12730",1720,72.7169811320755,2012-11-14
"12747",1720,72.7169811320755,2012-10-01
"12751",1725,78.9433962264151,2012-11-04
"12754",1725,78.9433962264151,2012-11-01
"12770",1725,78.9433962264151,2012-11-10
"12778",1725,78.9433962264151,2012-11-30
"12779",1725,78.9433962264151,2012-10-01
"12781",1725,78.9433962264151,2012-10-08
"12785",1725,78.9433962264151,2012-11-14
"12802",1725,78.9433962264151,2012-11-09
"12820",1730,68.9433962264151,2012-11-14
"12821",1730,68.9433962264151,2012-11-30
"12824",1730,68.9433962264151,2012-11-10
"12825",1730,68.9433962264151,2012-11-04
"12835",1730,68.9433962264151,2012-11-01
"12839",1730,68.9433962264151,2012-10-08
"12856",1730,68.9433962264151,2012-11-09
"12871",1730,68.9433962264151,2012-10-01
"12874",1735,59.6603773584906,2012-11-04
"12877",1735,59.6603773584906,2012-11-10
"12879",1735,59.6603773584906,2012-11-01
"12880",1735,59.6603773584906,2012-11-14
"12884",1735,59.6603773584906,2012-11-09
"12901",1735,59.6603773584906,2012-11-30
"12907",1735,59.6603773584906,2012-10-08
"12913",1735,59.6603773584906,2012-10-01
"12933",1740,75.0943396226415,2012-11-04
"12934",1740,75.0943396226415,2012-11-01
"12936",1740,75.0943396226415,2012-11-10
"12937",1740,75.0943396226415,2012-11-30
"12948",1740,75.0943396226415,2012-11-14
"12951",1740,75.0943396226415,2012-11-09
"12962",1740,75.0943396226415,2012-10-08
"12983",1740,75.0943396226415,2012-10-01
"13002",1745,56.5094339622642,2012-11-04
"13004",1745,56.5094339622642,2012-11-30
"13005",1745,56.5094339622642,2012-11-14
"13028",1745,56.5094339622642,2012-11-01
"13029",1745,56.5094339622642,2012-10-08
"13046",1745,56.5094339622642,2012-11-09
"13049",1745,56.5094339622642,2012-10-01
"13052",1745,56.5094339622642,2012-11-10
"13056",1750,34.7735849056604,2012-10-08
"13064",1750,34.7735849056604,2012-11-09
"13067",1750,34.7735849056604,2012-11-30
"13069",1750,34.7735849056604,2012-11-01
"13070",1750,34.7735849056604,2012-11-04
"13086",1750,34.7735849056604,2012-11-14
"13096",1750,34.7735849056604,2012-10-01
"13115",1750,34.7735849056604,2012-11-10
"13122",1755,37.4528301886792,2012-11-04
"13124",1755,37.4528301886792,2012-10-08
"13137",1755,37.4528301886792,2012-11-01
"13146",1755,37.4528301886792,2012-11-30
"13148",1755,37.4528301886792,2012-10-01
"13167",1755,37.4528301886792,2012-11-14
"13173",1755,37.4528301886792,2012-11-09
"13176",1755,37.4528301886792,2012-11-10
"13198",1800,40.6792452830189,2012-11-10
"13200",1800,40.6792452830189,2012-11-30
"13201",1800,40.6792452830189,2012-11-09
"13205",1800,40.6792452830189,2012-11-04
"13208",1800,40.6792452830189,2012-10-08
"13209",1800,40.6792452830189,2012-11-14
"13219",1800,40.6792452830189,2012-11-01
"13229",1800,40.6792452830189,2012-10-01
"13241",1805,58.0188679245283,2012-11-30
"13243",1805,58.0188679245283,2012-11-14
"13249",1805,58.0188679245283,2012-11-04
"13254",1805,58.0188679245283,2012-11-09
"13260",1805,58.0188679245283,2012-11-01
"13263",1805,58.0188679245283,2012-10-08
"13271",1805,58.0188679245283,2012-11-10
"13279",1805,58.0188679245283,2012-10-01
"13305",1810,74.6981132075472,2012-11-30
"13307",1810,74.6981132075472,2012-11-04
"13308",1810,74.6981132075472,2012-10-08
"13311",1810,74.6981132075472,2012-10-01
"13312",1810,74.6981132075472,2012-11-09
"13315",1810,74.6981132075472,2012-11-10
"13317",1810,74.6981132075472,2012-11-01
"13350",1810,74.6981132075472,2012-11-14
"13361",1815,85.3207547169811,2012-11-04
"13371",1815,85.3207547169811,2012-11-09
"13375",1815,85.3207547169811,2012-11-01
"13380",1815,85.3207547169811,2012-11-30
"13386",1815,85.3207547169811,2012-10-08
"13399",1815,85.3207547169811,2012-11-10
"13403",1815,85.3207547169811,2012-11-14
"13407",1815,85.3207547169811,2012-10-01
"13425",1820,59.2641509433962,2012-11-04
"13427",1820,59.2641509433962,2012-10-08
"13429",1820,59.2641509433962,2012-11-30
"13442",1820,59.2641509433962,2012-11-01
"13453",1820,59.2641509433962,2012-11-10
"13457",1820,59.2641509433962,2012-11-14
"13475",1820,59.2641509433962,2012-11-09
"13479",1820,59.2641509433962,2012-10-01
"13485",1825,67.7735849056604,2012-11-04
"13492",1825,67.7735849056604,2012-11-01
"13494",1825,67.7735849056604,2012-10-08
"13503",1825,67.7735849056604,2012-11-30
"13513",1825,67.7735849056604,2012-11-14
"13520",1825,67.7735849056604,2012-11-10
"13528",1825,67.7735849056604,2012-10-01
"13538",1825,67.7735849056604,2012-11-09
"13543",1830,77.6981132075472,2012-11-04
"13557",1830,77.6981132075472,2012-11-30
"13562",1830,77.6981132075472,2012-10-08
"13567",1830,77.6981132075472,2012-11-14
"13575",1830,77.6981132075472,2012-11-01
"13594",1830,77.6981132075472,2012-11-10
"13595",1830,77.6981132075472,2012-11-09
"13599",1830,77.6981132075472,2012-10-01
"13605",1835,74.2452830188679,2012-11-30
"13608",1835,74.2452830188679,2012-11-04
"13610",1835,74.2452830188679,2012-11-01
"13621",1835,74.2452830188679,2012-11-14
"13630",1835,74.2452830188679,2012-11-10
"13632",1835,74.2452830188679,2012-10-08
"13641",1835,74.2452830188679,2012-10-01
"13661",1835,74.2452830188679,2012-11-09
"13666",1840,85.3396226415094,2012-11-01
"13674",1840,85.3396226415094,2012-11-09
"13683",1840,85.3396226415094,2012-10-01
"13686",1840,85.3396226415094,2012-10-08
"13690",1840,85.3396226415094,2012-11-04
"13704",1840,85.3396226415094,2012-11-10
"13706",1840,85.3396226415094,2012-11-14
"13712",1840,85.3396226415094,2012-11-30
"13732",1845,99.4528301886792,2012-11-09
"13733",1845,99.4528301886792,2012-11-01
"13736",1845,99.4528301886792,2012-10-08
"13737",1845,99.4528301886792,2012-10-01
"13740",1845,99.4528301886792,2012-11-30
"13744",1845,99.4528301886792,2012-11-04
"13758",1845,99.4528301886792,2012-11-10
"13770",1845,99.4528301886792,2012-11-14
"13788",1850,86.5849056603774,2012-11-10
"13791",1850,86.5849056603774,2012-11-01
"13798",1850,86.5849056603774,2012-11-04
"13817",1850,86.5849056603774,2012-10-01
"13824",1850,86.5849056603774,2012-10-08
"13833",1850,86.5849056603774,2012-11-09
"13835",1850,86.5849056603774,2012-11-30
"13845",1850,86.5849056603774,2012-11-14
"13857",1855,85.6037735849057,2012-11-30
"13863",1855,85.6037735849057,2012-11-01
"13866",1855,85.6037735849057,2012-11-10
"13869",1855,85.6037735849057,2012-10-08
"13874",1855,85.6037735849057,2012-11-09
"13884",1855,85.6037735849057,2012-11-14
"13889",1855,85.6037735849057,2012-10-01
"13890",1855,85.6037735849057,2012-11-04
"13911",1900,84.8679245283019,2012-11-10
"13916",1900,84.8679245283019,2012-11-01
"13919",1900,84.8679245283019,2012-10-08
"13921",1900,84.8679245283019,2012-11-04
"13941",1900,84.8679245283019,2012-11-09
"13957",1900,84.8679245283019,2012-11-30
"13959",1900,84.8679245283019,2012-10-01
"13969",1900,84.8679245283019,2012-11-14
"13974",1905,77.8301886792453,2012-10-08
"13983",1905,77.8301886792453,2012-11-01
"14000",1905,77.8301886792453,2012-11-09
"14002",1905,77.8301886792453,2012-11-30
"14019",1905,77.8301886792453,2012-11-10
"14020",1905,77.8301886792453,2012-11-04
"14023",1905,77.8301886792453,2012-11-14
"14028",1905,77.8301886792453,2012-10-01
"14040",1910,58.0377358490566,2012-11-01
"14043",1910,58.0377358490566,2012-11-30
"14052",1910,58.0377358490566,2012-10-01
"14054",1910,58.0377358490566,2012-11-09
"14058",1910,58.0377358490566,2012-10-08
"14059",1910,58.0377358490566,2012-11-10
"14061",1910,58.0377358490566,2012-11-04
"14087",1910,58.0377358490566,2012-11-14
"14098",1915,53.3584905660377,2012-10-01
"14105",1915,53.3584905660377,2012-11-04
"14112",1915,53.3584905660377,2012-11-01
"14114",1915,53.3584905660377,2012-11-10
"14115",1915,53.3584905660377,2012-10-08
"14124",1915,53.3584905660377,2012-11-30
"14132",1915,53.3584905660377,2012-11-14
"14136",1915,53.3584905660377,2012-11-09
"14154",1920,36.3207547169811,2012-11-01
"14155",1920,36.3207547169811,2012-10-08
"14158",1920,36.3207547169811,2012-11-04
"14166",1920,36.3207547169811,2012-11-09
"14183",1920,36.3207547169811,2012-11-10
"14193",1920,36.3207547169811,2012-11-30
"14202",1920,36.3207547169811,2012-10-01
"14205",1920,36.3207547169811,2012-11-14
"14214",1925,20.7169811320755,2012-11-01
"14216",1925,20.7169811320755,2012-10-08
"14218",1925,20.7169811320755,2012-11-09
"14242",1925,20.7169811320755,2012-10-01
"14249",1925,20.7169811320755,2012-11-30
"14251",1925,20.7169811320755,2012-11-10
"14268",1925,20.7169811320755,2012-11-14
"14270",1925,20.7169811320755,2012-11-04
"14275",1930,27.3962264150943,2012-10-08
"14281",1930,27.3962264150943,2012-11-01
"14284",1930,27.3962264150943,2012-11-09
"14317",1930,27.3962264150943,2012-11-10
"14323",1930,27.3962264150943,2012-11-04
"14326",1930,27.3962264150943,2012-10-01
"14328",1930,27.3962264150943,2012-11-30
"14335",1930,27.3962264150943,2012-11-14
"14337",1935,40.0188679245283,2012-10-08
"14342",1935,40.0188679245283,2012-11-09
"14362",1935,40.0188679245283,2012-11-10
"14363",1935,40.0188679245283,2012-11-01
"14365",1935,40.0188679245283,2012-11-30
"14376",1935,40.0188679245283,2012-11-04
"14383",1935,40.0188679245283,2012-10-01
"14394",1935,40.0188679245283,2012-11-14
"14399",1940,30.2075471698113,2012-11-04
"14416",1940,30.2075471698113,2012-11-09
"14418",1940,30.2075471698113,2012-11-10
"14419",1940,30.2075471698113,2012-11-01
"14423",1940,30.2075471698113,2012-10-01
"14424",1940,30.2075471698113,2012-11-30
"14430",1940,30.2075471698113,2012-10-08
"14444",1940,30.2075471698113,2012-11-14
"14459",1945,25.5471698113208,2012-11-30
"14461",1945,25.5471698113208,2012-11-04
"14472",1945,25.5471698113208,2012-10-01
"14476",1945,25.5471698113208,2012-11-10
"14479",1945,25.5471698113208,2012-11-09
"14484",1945,25.5471698113208,2012-10-08
"14486",1945,25.5471698113208,2012-11-01
"14503",1945,25.5471698113208,2012-11-14
"14522",1950,45.6603773584906,2012-11-09
"14525",1950,45.6603773584906,2012-10-08
"14531",1950,45.6603773584906,2012-11-01
"14533",1950,45.6603773584906,2012-10-01
"14543",1950,45.6603773584906,2012-11-14
"14551",1950,45.6603773584906,2012-11-30
"14564",1950,45.6603773584906,2012-11-04
"14578",1950,45.6603773584906,2012-11-10
"14583",1955,33.5283018867925,2012-11-01
"14586",1955,33.5283018867925,2012-10-08
"14602",1955,33.5283018867925,2012-11-09
"14610",1955,33.5283018867925,2012-11-04
"14621",1955,33.5283018867925,2012-11-10
"14625",1955,33.5283018867925,2012-11-14
"14627",1955,33.5283018867925,2012-11-30
"14640",1955,33.5283018867925,2012-10-01
"14645",2000,19.622641509434,2012-11-04
"14651",2000,19.622641509434,2012-11-09
"14654",2000,19.622641509434,2012-11-14
"14657",2000,19.622641509434,2012-11-10
"14671",2000,19.622641509434,2012-11-30
"14678",2000,19.622641509434,2012-11-01
"14683",2000,19.622641509434,2012-10-01
"14688",2000,19.622641509434,2012-10-08
"14702",2005,19.0188679245283,2012-11-10
"14713",2005,19.0188679245283,2012-11-30
"14733",2005,19.0188679245283,2012-11-04
"14734",2005,19.0188679245283,2012-10-08
"14737",2005,19.0188679245283,2012-11-09
"14742",2005,19.0188679245283,2012-10-01
"14743",2005,19.0188679245283,2012-11-01
"14759",2005,19.0188679245283,2012-11-14
"14766",2010,19.3396226415094,2012-10-08
"14779",2010,19.3396226415094,2012-11-01
"14781",2010,19.3396226415094,2012-11-30
"14789",2010,19.3396226415094,2012-11-04
"14800",2010,19.3396226415094,2012-11-10
"14806",2010,19.3396226415094,2012-11-09
"14807",2010,19.3396226415094,2012-11-14
"14809",2010,19.3396226415094,2012-10-01
"14825",2015,33.3396226415094,2012-11-01
"14842",2015,33.3396226415094,2012-10-08
"14847",2015,33.3396226415094,2012-11-14
"14849",2015,33.3396226415094,2012-11-30
"14852",2015,33.3396226415094,2012-11-09
"14855",2015,33.3396226415094,2012-11-10
"14868",2015,33.3396226415094,2012-11-04
"14879",2015,33.3396226415094,2012-10-01
"14888",2020,26.811320754717,2012-11-01
"14893",2020,26.811320754717,2012-10-08
"14894",2020,26.811320754717,2012-11-30
"14900",2020,26.811320754717,2012-11-14
"14901",2020,26.811320754717,2012-11-04
"14906",2020,26.811320754717,2012-11-09
"14911",2020,26.811320754717,2012-11-10
"14919",2020,26.811320754717,2012-10-01
"14948",2025,21.1698113207547,2012-11-09
"14950",2025,21.1698113207547,2012-11-01
"14951",2025,21.1698113207547,2012-10-01
"14955",2025,21.1698113207547,2012-11-04
"14956",2025,21.1698113207547,2012-11-10
"14970",2025,21.1698113207547,2012-10-08
"14988",2025,21.1698113207547,2012-11-30
"15004",2025,21.1698113207547,2012-11-14
"15007",2030,27.3018867924528,2012-11-09
"15008",2030,27.3018867924528,2012-11-01
"15009",2030,27.3018867924528,2012-11-10
"15019",2030,27.3018867924528,2012-11-30
"15020",2030,27.3018867924528,2012-10-08
"15023",2030,27.3018867924528,2012-11-04
"15029",2030,27.3018867924528,2012-10-01
"15050",2030,27.3018867924528,2012-11-14
"15072",2035,21.3396226415094,2012-11-10
"15073",2035,21.3396226415094,2012-10-01
"15077",2035,21.3396226415094,2012-11-04
"15079",2035,21.3396226415094,2012-11-14
"15083",2035,21.3396226415094,2012-11-09
"15123",2035,21.3396226415094,2012-11-01
"15124",2035,21.3396226415094,2012-10-08
"15125",2035,21.3396226415094,2012-11-30
"15142",2040,19.5471698113208,2012-11-04
"15152",2040,19.5471698113208,2012-10-01
"15155",2040,19.5471698113208,2012-10-08
"15158",2040,19.5471698113208,2012-11-01
"15164",2040,19.5471698113208,2012-11-30
"15166",2040,19.5471698113208,2012-11-09
"15177",2040,19.5471698113208,2012-11-14
"15182",2040,19.5471698113208,2012-11-10
"15193",2045,21.3207547169811,2012-11-01
"15196",2045,21.3207547169811,2012-11-04
"15210",2045,21.3207547169811,2012-10-08
"15220",2045,21.3207547169811,2012-11-30
"15231",2045,21.3207547169811,2012-11-14
"15234",2045,21.3207547169811,2012-10-01
"15239",2045,21.3207547169811,2012-11-10
"15247",2045,21.3207547169811,2012-11-09
"15264",2050,32.3018867924528,2012-10-08
"15265",2050,32.3018867924528,2012-11-01
"15267",2050,32.3018867924528,2012-11-04
"15288",2050,32.3018867924528,2012-11-09
"15289",2050,32.3018867924528,2012-11-30
"15293",2050,32.3018867924528,2012-11-10
"15295",2050,32.3018867924528,2012-11-14
"15299",2050,32.3018867924528,2012-10-01
"15312",2055,20.1509433962264,2012-11-01
"15316",2055,20.1509433962264,2012-11-09
"15322",2055,20.1509433962264,2012-11-10
"15325",2055,20.1509433962264,2012-11-04
"15326",2055,20.1509433962264,2012-11-14
"15330",2055,20.1509433962264,2012-10-01
"15336",2055,20.1509433962264,2012-10-08
"15345",2055,20.1509433962264,2012-11-30
"15378",2100,15.9433962264151,2012-11-01
"15380",2100,15.9433962264151,2012-10-08
"15384",2100,15.9433962264151,2012-11-09
"15388",2100,15.9433962264151,2012-11-10
"15389",2100,15.9433962264151,2012-11-04
"15390",2100,15.9433962264151,2012-11-30
"15393",2100,15.9433962264151,2012-11-14
"15399",2100,15.9433962264151,2012-10-01
"15436",2105,17.2264150943396,2012-11-09
"15437",2105,17.2264150943396,2012-11-10
"15438",2105,17.2264150943396,2012-10-08
"15439",2105,17.2264150943396,2012-11-30
"15447",2105,17.2264150943396,2012-11-04
"15476",2105,17.2264150943396,2012-11-14
"15479",2105,17.2264150943396,2012-10-01
"15489",2105,17.2264150943396,2012-11-01
"15495",2110,23.4528301886792,2012-10-08
"15503",2110,23.4528301886792,2012-11-04
"15510",2110,23.4528301886792,2012-10-01
"15521",2110,23.4528301886792,2012-11-30
"15525",2110,23.4528301886792,2012-11-09
"15528",2110,23.4528301886792,2012-11-01
"15542",2110,23.4528301886792,2012-11-14
"15553",2110,23.4528301886792,2012-11-10
"15569",2115,19.2452830188679,2012-11-30
"15581",2115,19.2452830188679,2012-11-04
"15582",2115,19.2452830188679,2012-11-01
"15583",2115,19.2452830188679,2012-11-10
"15594",2115,19.2452830188679,2012-10-08
"15600",2115,19.2452830188679,2012-10-01
"15601",2115,19.2452830188679,2012-11-14
"15609",2115,19.2452830188679,2012-11-09
"15623",2120,12.4528301886792,2012-11-30
"15629",2120,12.4528301886792,2012-11-04
"15636",2120,12.4528301886792,2012-11-01
"15649",2120,12.4528301886792,2012-10-08
"15651",2120,12.4528301886792,2012-11-10
"15656",2120,12.4528301886792,2012-11-14
"15658",2120,12.4528301886792,2012-11-09
"15660",2120,12.4528301886792,2012-10-01
"15687",2125,8.0188679245283,2012-11-30
"15690",2125,8.0188679245283,2012-11-09
"15691",2125,8.0188679245283,2012-11-01
"15692",2125,8.0188679245283,2012-11-10
"15693",2125,8.0188679245283,2012-11-04
"15696",2125,8.0188679245283,2012-11-14
"15700",2125,8.0188679245283,2012-10-01
"15716",2125,8.0188679245283,2012-10-08
"15739",2130,14.6603773584906,2012-10-01
"15743",2130,14.6603773584906,2012-11-09
"15745",2130,14.6603773584906,2012-11-14
"15752",2130,14.6603773584906,2012-11-04
"15753",2130,14.6603773584906,2012-11-10
"15770",2130,14.6603773584906,2012-11-01
"15788",2130,14.6603773584906,2012-10-08
"15795",2130,14.6603773584906,2012-11-30
"15812",2135,16.3018867924528,2012-11-09
"15815",2135,16.3018867924528,2012-11-04
"15816",2135,16.3018867924528,2012-11-10
"15826",2135,16.3018867924528,2012-11-01
"15836",2135,16.3018867924528,2012-11-14
"15838",2135,16.3018867924528,2012-11-30
"15844",2135,16.3018867924528,2012-10-08
"15851",2135,16.3018867924528,2012-10-01
"15861",2140,8.67924528301887,2012-11-01
"15863",2140,8.67924528301887,2012-11-10
"15879",2140,8.67924528301887,2012-11-30
"15881",2140,8.67924528301887,2012-11-04
"15883",2140,8.67924528301887,2012-10-08
"15899",2140,8.67924528301887,2012-11-14
"15903",2140,8.67924528301887,2012-10-01
"15918",2140,8.67924528301887,2012-11-09
"15923",2145,7.79245283018868,2012-11-10
"15925",2145,7.79245283018868,2012-11-04
"15936",2145,7.79245283018868,2012-11-01
"15938",2145,7.79245283018868,2012-10-08
"15939",2145,7.79245283018868,2012-11-30
"15958",2145,7.79245283018868,2012-11-14
"15974",2145,7.79245283018868,2012-10-01
"15975",2145,7.79245283018868,2012-11-09
"15983",2150,8.13207547169811,2012-11-04
"15995",2150,8.13207547169811,2012-11-01
"15999",2150,8.13207547169811,2012-11-14
"16006",2150,8.13207547169811,2012-10-08
"16022",2150,8.13207547169811,2012-11-30
"16030",2150,8.13207547169811,2012-10-01
"16033",2150,8.13207547169811,2012-11-09
"16039",2150,8.13207547169811,2012-11-10
"16048",2155,2.62264150943396,2012-10-08
"16053",2155,2.62264150943396,2012-11-01
"16061",2155,2.62264150943396,2012-11-10
"16062",2155,2.62264150943396,2012-11-30
"16066",2155,2.62264150943396,2012-11-14
"16074",2155,2.62264150943396,2012-11-04
"16083",2155,2.62264150943396,2012-11-09
"16103",2155,2.62264150943396,2012-10-01
"16105",2200,1.45283018867925,2012-11-01
"16111",2200,1.45283018867925,2012-10-01
"16118",2200,1.45283018867925,2012-11-04
"16126",2200,1.45283018867925,2012-11-30
"16128",2200,1.45283018867925,2012-11-10
"16135",2200,1.45283018867925,2012-11-14
"16149",2200,1.45283018867925,2012-11-09
"16152",2200,1.45283018867925,2012-10-08
"16181",2205,3.67924528301887,2012-11-30
"16182",2205,3.67924528301887,2012-11-09
"16185",2205,3.67924528301887,2012-11-04
"16190",2205,3.67924528301887,2012-11-10
"16196",2205,3.67924528301887,2012-11-01
"16200",2205,3.67924528301887,2012-10-08
"16202",2205,3.67924528301887,2012-11-14
"16210",2205,3.67924528301887,2012-10-01
"16228",2210,4.81132075471698,2012-11-01
"16233",2210,4.81132075471698,2012-11-09
"16238",2210,4.81132075471698,2012-11-04
"16246",2210,4.81132075471698,2012-11-14
"16248",2210,4.81132075471698,2012-10-08
"16249",2210,4.81132075471698,2012-11-30
"16256",2210,4.81132075471698,2012-11-10
"16277",2210,4.81132075471698,2012-10-01
"16293",2215,8.50943396226415,2012-11-09
"16296",2215,8.50943396226415,2012-11-01
"16297",2215,8.50943396226415,2012-11-04
"16298",2215,8.50943396226415,2012-11-10
"16299",2215,8.50943396226415,2012-11-14
"16312",2215,8.50943396226415,2012-10-08
"16332",2215,8.50943396226415,2012-10-01
"16339",2215,8.50943396226415,2012-11-30
"16356",2220,7.07547169811321,2012-11-10
"16360",2220,7.07547169811321,2012-10-08
"16364",2220,7.07547169811321,2012-11-01
"16383",2220,7.07547169811321,2012-11-09
"16386",2220,7.07547169811321,2012-11-30
"16400",2220,7.07547169811321,2012-10-01
"16401",2220,7.07547169811321,2012-11-14
"16404",2220,7.07547169811321,2012-11-04
"16411",2225,8.69811320754717,2012-11-10
"16425",2225,8.69811320754717,2012-11-09
"16428",2225,8.69811320754717,2012-11-30
"16430",2225,8.69811320754717,2012-11-01
"16431",2225,8.69811320754717,2012-11-04
"16440",2225,8.69811320754717,2012-10-01
"16450",2225,8.69811320754717,2012-11-14
"16456",2225,8.69811320754717,2012-10-08
"16471",2230,9.75471698113208,2012-11-10
"16472",2230,9.75471698113208,2012-11-30
"16473",2230,9.75471698113208,2012-10-01
"16475",2230,9.75471698113208,2012-11-01
"16477",2230,9.75471698113208,2012-11-14
"16487",2230,9.75471698113208,2012-11-04
"16494",2230,9.75471698113208,2012-11-09
"16513",2230,9.75471698113208,2012-10-08
"16545",2235,2.20754716981132,2012-11-04
"16550",2235,2.20754716981132,2012-10-01
"16551",2235,2.20754716981132,2012-11-30
"16554",2235,2.20754716981132,2012-11-01
"16561",2235,2.20754716981132,2012-11-09
"16566",2235,2.20754716981132,2012-11-10
"16582",2235,2.20754716981132,2012-10-08
"16590",2235,2.20754716981132,2012-11-14
"16601",2240,0.320754716981132,2012-11-04
"16602",2240,0.320754716981132,2012-11-09
"16623",2240,0.320754716981132,2012-10-08
"16624",2240,0.320754716981132,2012-11-10
"16632",2240,0.320754716981132,2012-10-01
"16635",2240,0.320754716981132,2012-11-01
"16643",2240,0.320754716981132,2012-11-14
"16645",2240,0.320754716981132,2012-11-30
"16664",2245,0.113207547169811,2012-11-10
"16667",2245,0.113207547169811,2012-11-01
"16678",2245,0.113207547169811,2012-11-04
"16686",2245,0.113207547169811,2012-11-09
"16689",2245,0.113207547169811,2012-11-30
"16693",2245,0.113207547169811,2012-10-08
"16697",2245,0.113207547169811,2012-11-14
"16701",2245,0.113207547169811,2012-10-01
"16716",2250,1.60377358490566,2012-11-04
"16729",2250,1.60377358490566,2012-11-30
"16734",2250,1.60377358490566,2012-11-10
"16745",2250,1.60377358490566,2012-11-01
"16746",2250,1.60377358490566,2012-10-08
"16749",2250,1.60377358490566,2012-11-14
"16764",2250,1.60377358490566,2012-11-09
"16772",2250,1.60377358490566,2012-10-01
"16776",2255,4.60377358490566,2012-11-04
"16786",2255,4.60377358490566,2012-11-01
"16799",2255,4.60377358490566,2012-11-30
"16816",2255,4.60377358490566,2012-10-08
"16820",2255,4.60377358490566,2012-11-14
"16822",2255,4.60377358490566,2012-11-09
"16823",2255,4.60377358490566,2012-10-01
"16826",2255,4.60377358490566,2012-11-10
"16838",2300,3.30188679245283,2012-11-14
"16844",2300,3.30188679245283,2012-11-10
"16849",2300,3.30188679245283,2012-11-09
"16853",2300,3.30188679245283,2012-11-30
"16854",2300,3.30188679245283,2012-11-01
"16856",2300,3.30188679245283,2012-11-04
"16870",2300,3.30188679245283,2012-10-08
"16882",2300,3.30188679245283,2012-10-01
"16905",2305,2.84905660377358,2012-11-09
"16907",2305,2.84905660377358,2012-11-10
"16911",2305,2.84905660377358,2012-11-04
"16918",2305,2.84905660377358,2012-11-14
"16924",2305,2.84905660377358,2012-11-01
"16938",2305,2.84905660377358,2012-10-08
"16948",2305,2.84905660377358,2012-10-01
"16949",2305,2.84905660377358,2012-11-30
"16981",2310,0,2012-11-10
"16989",2310,0,2012-11-09
"16992",2310,0,2012-11-04
"16993",2310,0,2012-10-08
"16999",2310,0,2012-11-14
"17005",2310,0,2012-11-01
"17010",2310,0,2012-10-01
"17017",2310,0,2012-11-30
"17026",2315,0.830188679245283,2012-11-14
"17031",2315,0.830188679245283,2012-11-09
"17033",2315,0.830188679245283,2012-11-04
"17042",2315,0.830188679245283,2012-10-08
"17050",2315,0.830188679245283,2012-11-10
"17061",2315,0.830188679245283,2012-11-01
"17074",2315,0.830188679245283,2012-11-30
"17078",2315,0.830188679245283,2012-10-01
"17082",2320,0.962264150943396,2012-11-10
"17088",2320,0.962264150943396,2012-11-30
"17091",2320,0.962264150943396,2012-11-04
"17099",2320,0.962264150943396,2012-11-09
"17115",2320,0.962264150943396,2012-11-01
"17116",2320,0.962264150943396,2012-10-08
"17122",2320,0.962264150943396,2012-11-14
"17140",2320,0.962264150943396,2012-10-01
"17158",2325,1.58490566037736,2012-11-04
"17161",2325,1.58490566037736,2012-11-10
"17163",2325,1.58490566037736,2012-11-14
"17165",2325,1.58490566037736,2012-11-09
"17168",2325,1.58490566037736,2012-10-01
"17183",2325,1.58490566037736,2012-11-01
"17187",2325,1.58490566037736,2012-10-08
"17193",2325,1.58490566037736,2012-11-30
"17203",2330,2.60377358490566,2012-11-10
"17215",2330,2.60377358490566,2012-11-01
"17222",2330,2.60377358490566,2012-11-09
"17229",2330,2.60377358490566,2012-11-04
"17231",2330,2.60377358490566,2012-11-14
"17240",2330,2.60377358490566,2012-10-08
"17242",2330,2.60377358490566,2012-11-30
"17252",2330,2.60377358490566,2012-10-01
"17265",2335,4.69811320754717,2012-11-14
"17270",2335,4.69811320754717,2012-11-10
"17273",2335,4.69811320754717,2012-11-09
"17277",2335,4.69811320754717,2012-11-01
"17283",2335,4.69811320754717,2012-11-04
"17291",2335,4.69811320754717,2012-10-01
"17295",2335,4.69811320754717,2012-10-08
"17305",2335,4.69811320754717,2012-11-30
"17351",2340,3.30188679245283,2012-11-10
"17356",2340,3.30188679245283,2012-11-14
"17359",2340,3.30188679245283,2012-11-09
"17363",2340,3.30188679245283,2012-10-08
"17364",2340,3.30188679245283,2012-11-30
